"";"x"
"143";5,28375058452071
"144";2,31390992606738
"145";1,06759540001608
"146";10,9916401542439
"147";6,80212647101725
"148";1,24618591512517
"149";3,16650224995874
"150";1,44355974620807
"151";11,5964310466512
"152";8,93723892930053
"153";4,20456482991094
"154";6,62958217769627
"155";3,75698015624342
"156";3,57125931615326
"157";2,63419148644927
"158";3,21614819762147
"159";9,95272240201007
"160";4,83791562474368
"161";5,35773570928275
"162";5,73106228879728
"163";8,69742763545601
"164";3,45180850716566
"165";2,02247854882389
"166";10,0270907972096
"167";3,67651034928414
"168";2,83080209018038
"169";1,29118064335012
"170";1,14585283304661
"171";3,27807956210604
"172";6,85395745149959
"173";8,32954441678915
"174";7,12276506150676
"175";3,90902810871424
"176";5,1792498121538
"177";2,88621060895979
"178";2,84834551527797
"179";7,65395149693076
"180";1,95322226418937
"181";10,8658818964774
"182";4,72904121810245
"183";5,64361647988765
"184";2,78441688578128
"185";3,27683393071019
"186";1,04895160308427
"187";4,45122383488182
"188";6,25694721477339
"189";5,97291303248414
"190";2,65539053883575
"191";2,634134087438
"192";3,49340384497142
"193";9,48818200953905
"194";1,58808913800276
"195";4,4628452168594
"196";10,7070854650368
"197";4,69707534401357
"198";0,920477888535819
"199";3,00569169417781
"200";6,45637993671463
"201";3,87319138499068
"202";3,31437090935065
"203";3,96824829761462
"204";5,27148994141766
"205";9,79552631343748
"206";4,73430466358335
"207";8,24239848845455
"208";6,8922623469517
"209";4,65908031348158
"210";0,401293991328205
"211";3,43664804734244
"212";3,53038864058458
"213";5,14146329828458
"214";8,90059603300046
"215";11,8792369214933
"216";9,64274317695131
"217";4,60054710701317
"218";-0,269582186672912
"219";3,83366040778477
"220";5,26762166921988
"221";7,53503901220231
"222";7,88758390545281
"223";7,05292828824939
"224";0,814176950601597
"225";7,54892913690007
"226";3,66032835071833
"227";5,52440810048377
"228";5,2236535315212
"229";6,28450029491152
"230";5,07402494847842
"231";-0,00242529275698899
"232";7,20948789432033
"233";6,15807970504903
"234";4,20304512416533
"235";5,35443353314004
"236";5,40211593610539
"237";5,66305840568301
"238";9,92253849793246
"239";4,34284886319957
"240";5,50419615165397
"241";8,50515161920728
"242";8,16254307013076
"243";8,43578933114107
"244";3,26759599682133
"245";11,0074481908785
"246";5,20010261279055
"247";10,6005555341206
"248";0,947291941907865
"249";5,06295075906271
"250";8,74974371290765
"251";2,85427343833161
"252";2,74193309534677
"253";2,18438388917932
"254";1,84246016198379
"255";3,6885214004588
"256";5,99353751887695
"257";-1,04263149376216
"258";5,63594130011688
"259";8,71002513924971
"260";11,1127220547213
"261";8,90352797660176
"262";7,27032429138788
"263";-0,18019119734299
"264";3,19547987597965
"265";3,94386063025215
"266";7,11057170827068
"267";4,68298599798868
"268";1,22405411581948
"269";10,0533071242823
"270";7,73417387538789
"271";5,71229081747308
"272";8,65432583097743
"273";0,983677138295083
"274";6,9824608933694
"275";3,43126287105973
"276";7,05123656555214
"277";4,81753413601978
"278";6,89888213909435
"279";9,00655284517818
"280";5,0218702709507
"281";8,05267591085628
"282";1,43469789455606
"283";2,83518667869195
"284";9,55765313416454
"285";6,13216391907179
"286";-1,15666846130119
"287";0,907887643752874
"288";4,39765695323264
"289";7,59733821300346
"290";4,69435023285433
"291";6,87256241606196
"292";7,87701613336348
"293";10,0131644865888
"294";5,16805019982489
"295";4,8440542814573
"296";-0,259712077426808
"297";5,29798278226348
"298";3,28444982631331
"299";2,07797125158773
"300";4,46028130685738
"301";8,04482951823097
"302";-0,978245466065747
"303";3,71816213838371
"304";5,34991185074812
"305";2,32037728983514
"306";6,00170882749768
"307";6,23428976184719
"308";4,90089152217202
"309";-2,39769458128008
"310";12,7143744375999
"311";4,3841022275954
"312";6,95357984476301
"313";5,82129947310964
"314";8,07401970445505
"315";7,45297833912226
"316";4,37062048631447
"317";6,13450331662552
"318";2,16377350662832
"319";7,57076903269795
"320";3,61688498334694
"321";12,2503200613646
"322";0,046853312935438
"323";3,60803827110196
"324";7,47613958827773
"325";6,53039764063599
"326";3,231556884455
"327";2,00965777337743
"328";5,43342711413209
"329";4,95707776049926
"330";-0,370843711792181
"331";5,10365320140155
"332";5,57069094707737
"333";5,52417919094552
"334";1,83494887219196
"335";6,42839983490789
"336";9,13571041087772
"337";6,36870920953944
"338";1,59323458887697
"339";3,69306359092429
"340";6,03831085866082
"341";3,05886310604519
"342";-1,47293900504583
"343";7,65275246008463
"344";2,51156716512645
"345";3,27931918769515
"346";9,5117018270136
"347";2,67756521118378
"348";7,53719462056789
"349";1,21795136354367
"350";3,93637279077807
"351";4,77933194259056
"352";1,49404572672693
"353";3,09575520527327
"354";4,91347534121506
"355";7,01208790620179
"356";0,0483603697246728
"357";3,95073728236619
"358";7,26921931563645
"359";3,38357252006722
"360";5,68187576501883
"361";6,47668571019329
"362";5,80350504599505
"363";6,95977303841414
"364";4,63187401706786
"365";3,75897045922364
"366";-2,92944685608694
"367";4,72117694456158
"368";6,29085408907996
"369";6,60619652260445
"370";3,33416494606025
"371";10,3385087293254
"372";5,85927325888647
"373";5,37894757537666
"374";8,81680033840556
"375";2,84460133604222
"376";3,64898412822586
"377";12,1923574401493
"378";5,03338756166266
"379";9,90070526422492
"380";0,684480065256431
"381";4,4284495938713
"382";6,1352717109105
"383";5,90011563561739
"384";1,98309122146749
"385";5,05777782387611
"386";1,76773804066405
"387";7,13810997573285
"388";8,25432526958194
"389";-1,67496308946224
"390";8,70708038690043
"391";1,27686650957453
"392";6,3643078069479
"393";6,97970791442783
"394";4,4003305156957
"395";3,06465812942062
"396";5,49596306372615
"397";6,31645610214336
"398";7,64990845984611
"399";-1,15701095170586
"400";0,0908621958229263
"401";9,29120702356455
"402";8,13988654133464
"403";6,30586684672305
"404";7,14553522133318
"405";7,75152475292301
"406";-2,98276839539704
"407";8,33083128991646
"408";3,54503721031303
"409";5,69185049189361
"410";4,11452659734927
"411";7,61589486223623
"412";3,95458265313317
"413";6,55551129766474
"414";3,82794506408306
"415";1,72163837269548
"416";8,63003153132079
"417";7,22270003382282
"418";10,1727867174694
"419";5,19546179773791
"420";8,37500823748452
"421";10,9262571620572
"422";4,1555536548831
"423";1,03114666173435
"424";4,28194529858565
"425";4,35787628004385
"426";5,45504151352796
"427";10,1369149319578
"428";4,02156832248396
"429";6,11901396741475
"430";4,31694780531341
"431";5,0613521255751
"432";5,94217299051879
"433";8,98464408811096
"434";5,36395513247233
"435";7,13852696009334
"436";7,3365800893506
"437";7,7443198125669
"438";3,27681634344685
"439";9,88064364258403
"440";3,85712978211796
"441";4,68264749705074
"442";9,21215080314251
"443";8,88225171843674
"444";1,73002438276629
"445";2,38078699874761
"446";0,925762821888157
"447";5,5455415778595
"448";5,4945226037554
"449";6,09234406206519
"450";6,65647314265567
"451";3,19432146204495
"452";2,01890422670386
"453";8,08035516822471
"454";7,25318390781897
"455";0,472500388013897
"456";4,71455764745214
"457";2,3121565317305
"458";-1,21225321162589
"459";5,45036039356443
"460";4,76236487222423
"461";4,70789219746076
"462";5,6484576254037
"463";7,64739549318976
"464";5,61679251345016
"465";3,15069247137941
"466";2,79560224423616
"467";4,60459162087646
"468";5,93005095973685
"469";1,88095894189388
"470";4,44707339347285
"471";7,90180178050374
"472";4,67515972629654
"473";2,90473799721683
"474";4,17216449472338
"475";8,34394563608594
"476";6,65013188364241
"477";8,71002740024482
"478";5,41729357148531
"479";6,23082528947128
"480";3,3246292629556
"481";6,816112006791
"482";3,48099937343228
"483";0,738303485912767
"484";5,38397889705238
"485";10,8375536531943
"486";7,40274301871918
"487";8,49576016983878
"488";6,07656716927946
"489";3,17432846505133
"490";4,39327743466915
"491";4,18025567956422
"492";3,59390066065374
"493";7,11250185178915
"494";1,40790949290376
"495";7,59909839633832
"496";7,59245745867768
"497";1,40413292279375
"498";6,9184759937016
"499";12,2906799570335
"500";3,32835355417517
"501";7,53471272422422
"502";2,65339446314179
"503";8,3321342546084
"504";5,74947415977969
"505";9,95574617486949
"506";0,623087814389253
"507";4,84610634162392
"508";3,41922447162321
"509";4,4082053927711
"510";3,11126377194199
"511";2,498469258395
"512";6,73616712384935
"513";1,73725785776922
"514";9,45209279466885
"515";1,44138024405875
"516";5,30323745418584
"517";6,59896786047944
"518";6,76020601727788
"519";4,09476000840086
"520";5,2385059859852
"521";7,88379245542903
"522";0,630602248770723
"523";2,65478086540375
"524";5,96120694294983
"525";3,66565406498903
"526";9,110011981913
"527";7,01976159006451
"528";5,21650025724427
"529";0,47672804738996
"530";5,07830067597873
"531";4,05075239540902
"532";4,69296045943821
"533";1,45532231883294
"534";6,49597413148977
"535";1,8831306790789
"536";4,32133405567277
"537";6,14427748835406
"538";2,64945263296086
"539";6,74897421704019
"540";1,05046879504492
"541";-3,42932403688162
"542";6,39490397235756
"543";7,521619480883
"544";4,14246372922585
"545";6,51237876377482
"546";1,53225042474899
"547";4,61855417952301
"548";-0,824555128121854
"549";8,54354267431557
"550";10,5797325846295
"551";8,22203678084597
"552";4,91795910075877
"553";4,90000897317224
"554";0,451797130546702
"555";7,37115603166468
"556";4,36779745792467
"557";3,02977122391677
"558";0,763922622025074
"559";4,10071251006118
"560";2,45281659494988
"561";3,80890843901649
"562";1,34720003670921
"563";10,0627684488371
"564";4,95199241837609
"565";8,22483523181716
"566";-2,80509901077296
"567";3,64040651001549
"568";2,97355312522379
"569";1,33122146190226
"570";9,63982746267228
"571";0,75415424069153
"572";5,95517078122408
"573";7,53930885673908
"574";5,53457056525407
"575";2,37423356751345
"576";7,8234974201725
"577";5,51176424552251
"578";1,80950628085387
"579";0,835852857193816
"580";11,2601523034794
"581";2,96449056374469
"582";-0,566714961754121
"583";6,59977808826096
"584";5,93069076818269
"585";0,938496992832205
"586";-0,828869240745851
"587";4,65109244852418
"588";8,41818887512827
"589";6,90837210554645
"590";3,52118772751407
"591";2,49743530524687
"592";5,81320027025164
"593";5,47206004164847
"594";6,88913524007818
"595";3,81260614913331
"596";7,6980621596093
"597";2,50756541799125
"598";4,00836589964011
"599";7,22244357117771
"600";7,96991482588134
"601";-0,815514104360139
"602";5,32157122104846
"603";6,82633703520389
"604";0,647527059528106
"605";6,44187679962565
"606";2,51547718880961
"607";8,06075903649329
"608";6,61544609630792
"609";7,30715688498683
"610";5,3621579878611
"611";7,59094530247326
"612";9,14154358494361
"613";10,8987440463669
"614";4,91481483575281
"615";-1,74715327099721
"616";5,09457801378197
"617";5,61668362534992
"618";4,5339639585668
"619";6,70486586233122
"620";8,0320338935428
"621";3,44605270949654
"622";4,11771401853167
"623";6,19352662640102
"624";3,34932877553259
"625";5,27380215046471
"626";-0,885122796655907
"627";1,64030083580713
"628";1,01673357318762
"629";2,43912890981828
"630";2,920086416208
"631";6,14691542763911
"632";7,94633900756792
"633";2,81784941273739
"634";2,00948305286599
"635";1,87493342303147
"636";3,75623382090898
"637";4,28291279554231
"638";6,45085260151481
"639";4,03602547349483
"640";-1,23546780658007
"641";4,72569717334958
"642";8,56156043195467
"643";8,57480380553098
"644";2,63311034566631
"645";0,356670369087288
"646";12,3741814755958
"647";4,51273417256174
"648";4,70764624968315
"649";6,26172256609444
"650";0,157881630142642
"651";2,81534266642614
"652";0,378672784129972
"653";2,92071615796821
"654";5,35654829901368
"655";0,905871626039263
"656";6,76994803810194
"657";5,86803208645201
"658";2,28735492313808
"659";5,67897482714319
"660";7,24424348748153
"661";8,18328575978522
"662";4,36145516406042
"663";4,71908961826686
"664";4,73985759505422
"665";9,32438526816513
"666";8,37521567683398
"667";7,50320470327112
"668";4,13797760047792
"669";6,11972430249922
"670";6,20987099366209
"671";1,87498011713203
"672";-0,184913545962228
"673";6,92549008295485
"674";0,412068406458735
"675";5,00505106545263
"676";5,75074346404499
"677";6,69160217091765
"678";5,56827871254443
"679";2,80143858110862
"680";7,95909757968638
"681";10,2159013007187
"682";7,64353642677633
"683";-0,830952703971927
"684";9,19872855620883
"685";4,8318321614412
"686";6,57474283795787
"687";6,86609970761318
"688";4,70994178037988
"689";4,77421040705382
"690";8,0574712079927
"691";7,13480576745873
"692";7,97078673813269
"693";12,148780085691
"694";6,99324759108226
"695";5,62214347215592
"696";-1,63189933172686
"697";13,0751420097383
"698";3,55196953461108
"699";12,1242041452862
"700";6,12393070401496
"701";9,61529059669038
"702";4,67086903647128
"703";6,53441226409438
"704";5,64187393892679
"705";4,44163790187951
"706";4,63881852613252
"707";8,03850300753276
"708";4,3956255590855
"709";-1,1130474833224
"710";4,41233225351052
"711";6,61937181660882
"712";6,84936714905432
"713";6,8497034524323
"714";-0,0763045626072438
"715";6,10622617403358
"716";7,90357762984119
"717";8,82973604440297
"718";4,32511618686765
"719";4,0343222414516
"720";9,46351349563412
"721";-0,00378413733795924
"722";3,68951006926063
"723";6,37238623807236
"724";0,146678703856321
"725";5,83888358729527
"726";10,6335920631566
"727";4,98781803969098
"728";4,16463792510924
"729";6,42473514210216
"730";4,16278348763808
"731";7,44020112223719
"732";7,71330639334909
"733";5,00807498369036
"734";1,46992352675082
"735";1,04533781762274
"736";3,22100790303405
"737";7,39214150164951
"738";-0,874615523970776
"739";-0,658975476197638
"740";3,03866052571969
"741";6,18318454394175
"742";2,25930185550502
"743";7,66024711128818
"744";6,00010991046555
"745";4,48808114528417
"746";7,45648440959534
"747";6,1650954884581
"748";3,66219491836353
"749";5,69334480325448
"750";6,94254007393277
"751";6,06885003458614
"752";3,02596937615156
"753";7,56560661519257
"754";8,45880867667585
"755";5,82882366963001
"756";5,43231398738656
"757";4,77312475766049
"758";11,4842475389084
"759";5,82894659640738
"760";4,52511791390017
"761";-2,52375340659176
"762";0,304154704908402
"763";4,76698039816831
"764";5,61888213452929
"765";5,83061737658484
"766";7,46452034134585
"767";4,41754277203863
"768";8,64376638344769
"769";2,23545187139127
"770";1,3746718386708
"771";1,31304146733856
"772";7,22689107255955
"773";4,75124017298232
"774";7,3694537654615
"775";4,19688073532875
"776";3,22432369336156
"777";3,89494227462048
"778";-0,557850472725187
"779";1,49115421875766
"780";0,673896060924649
"781";8,16296681592605
"782";3,2080097259116
"783";7,36837955837054
"784";9,54947180507587
"785";4,42467557267017
"786";5,85163671905705
"787";-0,253202558188235
"788";2,54399066744059
"789";5,16864454814852
"790";5,89726071000846
"791";2,72180564810335
"792";13,0545769976804
"793";3,62482958272283
"794";5,19273066989011
"795";6,94937560146055
"796";4,92194409567801
"797";3,06929783891866
"798";8,13591699188992
"799";9,8466359696216
"800";4,91091808685049
"801";6,6868020362092
"802";4,70776250449211
"803";8,04936565310648
"804";1,53149781722044
"805";11,9625806719834
"806";3,18940625663499
"807";0,623451756685723
"808";3,94724651842079
"809";5,44012545243501
"810";9,87086362304069
"811";7,73362903031396
"812";5,42737529613736
"813";0,83154942803552
"814";2,40188676598366
"815";4,51014520331212
"816";12,6590783403818
"817";-0,580682722655244
"818";8,39316395553806
"819";3,41829722829824
"820";9,99797269996226
"821";1,58239808007979
"822";5,43086970398824
"823";1,70134717489175
"824";7,71054927908503
"825";9,45133846621426
"826";10,8521630192035
"827";7,39280197276856
"828";10,5297987637335
"829";8,73927172598494
"830";4,60437526452795
"831";6,4311117148541
"832";2,0840173655722
"833";4,44439349179702
"834";8,66289112504647
"835";6,62385243044705
"836";6,37207199487599
"837";1,88560688093838
"838";3,18646030899765
"839";2,70618195873929
"840";6,1858876100405
"841";2,02847710860032
"842";6,68612417029716
"843";1,65075076419937
"844";10,4855913744061
"845";6,38177404843431
"846";2,89698916324019
"847";5,72313779750367
"848";3,94264040231613
"849";6,11344387927897
"850";5,7305981562809
"851";1,95765748201558
"852";2,62605836354159
"853";5,89878105421869
"854";9,91715572625468
"855";8,25385102601277
"856";3,12629757914572
"857";7,47776870494248
"858";4,85429494173113
"859";5,90394095515521
"860";5,78108447220967
"861";12,7263492911702
"862";1,44413356823833
"863";5,30275957703857
"864";-0,339931863902847
"865";6,76950776887628
"866";8,28982541516421
"867";9,33698672330346
"868";-0,775435755511363
"869";6,23830849158209
"870";9,78010985415095
"871";3,75795241087309
"872";4,36354840375415
"873";4,89038833338578
"874";6,09505625429911
"875";6,99547962723791
"876";8,95346265113445
"877";4,71353722866502
"878";5,58883413641741
"879";12,4639936316644
"880";6,29329678434497
"881";5,5662593279895
"882";0,973270624149654
"883";5,00856814286668
"884";4,33602154049936
"885";4,96686251057188
"886";3,2737470761865
"887";2,9395530426719
"888";2,83767910453963
"889";4,35648645380068
"890";9,10439794408588
"891";8,14725987967798
"892";3,92007464617083
"893";-0,0577493636162201
"894";2,46624971439214
"895";3,62671840027848
"896";5,31091401268491
"897";3,01217817289756
"898";11,0200420724957
"899";4,18319739674495
"900";1,35816658928147
"901";4,57621472815246
"902";1,98386725521976
"903";5,46846712182598
"904";5,70090084226961
"905";6,06676283488515
"906";0,134425222627357
"907";5,66213387291195
"908";5,93135024162494
"909";0,736674657486537
"910";7,86609691919123
"911";7,35251263728301
"912";11,8988580834633
"913";5,47010896212718
"914";5,140200582554
"915";5,28975750224731
"916";5,2092986927009
"917";-0,545418326013
"918";-0,0133811759267308
"919";4,76738309962639
"920";3,2567978583005
"921";5,16420957517228
"922";-1,33362511978159
"923";0,503905236419727
"924";1,69554968318377
"925";7,95817466318074
"926";1,70452997872965
"927";2,60145813927041
"928";5,23962145602216
"929";4,03176091452467
"930";5,43925153600389
"931";11,9151859461371
"932";1,62618898622529
"933";4,08359108027059
"934";3,4497216507688
"935";9,53718628049736
"936";2,69154523132917
"937";4,75373928867285
"938";7,36140084296812
"939";1,8242283921548
"940";9,96552744722603
"941";7,02728724642274
"942";1,77738017140894
"943";6,36373342717321
"944";4,36007857030079
"945";5,939686315983
"946";4,73007440895301
"947";8,21154811033503
"948";0,946698842889997
"949";3,43214990841225
"950";4,2524279667338
"951";2,012603825446
"952";1,88013486870142
"953";4,94605927827001
"954";4,6034746014298
"955";-2,6480283242513
"956";8,12172036715813
"957";5,74917720795557
"958";12,248622119445
"959";7,05559471415329
"960";3,65912207311402
"961";13,3921734408743
"962";13,4966780717465
"963";1,34386455112946
"964";6,40709586786627
"965";4,36625924410355
"966";5,56115343966204
"967";5,68262818570644
"968";1,21429861139284
"969";5,85676874072768
"970";10,2477420894254
"971";4,50772998759559
"972";4,51121986790464
"973";9,1957160190124
"974";7,69518872204884
"975";0,0545155448561445
"976";5,68567091978656
"977";9,9606417040332
"978";9,24582904975743
"979";6,25985481144269
"980";7,16366242133868
"981";1,40919436343395
"982";5,90039470064412
"983";2,13665319443653
"984";3,62594579570917
"985";7,80681105133881
"986";1,58932066492657
"987";5,80075475261918
"988";6,28499611841463
"989";5,16473590951889
"990";10,4665664655062
"991";1,93295801427425
"992";6,8183907843068
"993";4,733208297648
"994";4,21750326849823
"995";6,39227370155714
"996";1,93879822794821
"997";1,05964725044478
"998";3,51655737354973
"999";10,2552714492663
"1000";5,16729432383756
"1001";5,99430319468366
"1002";4,43046008696738
"1003";6,41147819586148
"1004";2,14496137094856
"1005";8,47373139970592
"1006";6,75411578072405
"1007";2,58064153192489
"1008";5,16365973743598
"1009";7,14899485849737
"1010";6,67319294616381
"1011";9,44580204763064
"1012";3,16103673531545
"1013";8,34840984647118
"1014";8,10964402982366
"1015";4,51255060429144
"1016";2,07221992153434
"1017";1,73256442734645
"1018";6,37336087383491
"1019";4,78661979883732
"1020";10,3373080005543
"1021";6,60541388148861
"1022";3,88416537450951
"1023";1,92337325450866
"1024";3,25279497618424
"1025";6,02866517869199
"1026";3,64719605883005
"1027";6,54269036069207
"1028";3,99698584349065
"1029";4,68332027361657
"1030";2,80847098157652
"1031";10,7151307547261
"1032";5,99786519441118
"1033";5,69190092149835
"1034";-0,0755872446522012
"1035";6,97937569864798
"1036";1,92912923336086
"1037";2,32543527693711
"1038";7,75502351306495
"1039";3,64189806047531
"1040";-0,245116840009542
"1041";10,3097123296681
"1042";-2,13222077617756
"1043";6,71843458957875
"1044";8,05174774725383
"1045";3,1070964000184
"1046";6,33286115423466
"1047";6,31739116516567
"1048";8,12186945874354
"1049";6,45229816385757
"1050";4,26534866272243
"1051";7,74797617382063
"1052";7,4018670695293
"1053";2,19029289759262
"1054";0,797637698012807
"1055";5,48083261997953
"1056";4,17811287567445
"1057";2,04338266231311
"1058";5,2517920385451
"1059";1,04001042053928
"1060";5,4836790539786
"1061";3,12521483737424
"1062";7,87149282257744
"1063";12,2734674234846
"1064";2,25206226893962
"1065";8,17299251282892
"1066";7,47544918330485
"1067";4,78941732708392
"1068";3,63906087782896
"1069";9,72592312051245
"1070";-1,01637345470874
"1071";3,07041562521901
"1072";0,689469669026673
"1073";9,18594031683823
"1074";4,42788970206543
"1075";3,42598640159099
"1076";14,552133422199
"1077";4,84988819633712
"1078";3,66875206440043
"1079";5,89959575040843
"1080";0,294726137735093
"1081";6,4709079280162
"1082";4,7115103967601
"1083";6,40557536759044
"1084";2,05288809218644
"1085";1,93104847355617
"1086";2,91975601017145
"1087";2,69603128072165
"1088";8,89714990005077
"1089";9,73743668542427
"1090";4,5293241408828
"1091";3,92319031824596
"1092";4,01288350873499
"1093";5,20770943355905
"1094";5,29071270110316
"1095";5,87010316329671
"1096";2,75996317686123
"1097";2,45931083353904
"1098";8,59123299123825
"1099";3,35411791669003
"1100";5,90913708567635
"1101";4,82908839859
"1102";2,12645182354799
"1103";6,77318572823452
"1104";5,51931462047886
"1105";9,19935006863752
"1106";5,35237875388096
"1107";4,00536272539744
"1108";5,83488473991609
"1109";1,44322505289398
"1110";2,49231783981921
"1111";6,53081975341829
"1112";4,00063729632815
"1113";4,80211716094261
"1114";4,65433487173415
"1115";3,04846214367641
"1116";-1,05606597724725
"1117";6,04650491052978
"1118";7,28491852294058
"1119";1,13385129394962
"1120";9,44720815537582
"1121";6,1554644710617
"1122";9,02492088498161
"1123";2,12848858627313
"1124";5,50034386506275
"1125";4,69995812318357
"1126";7,30552229564533
"1127";3,27242129626192
"1128";4,96970698414262
"1129";-0,335977446231835
"1130";2,6671356713885
"1131";5,37510165099533
"1132";2,88103552283533
"1133";4,86929154256556
"1134";3,59622207822434
"1135";6,82079040848447
"1136";8,50546492624869
"1137";2,53249576157743
"1138";4,07889032421581
"1139";9,31928377510923
"1140";-1,59676976255112
"1141";4,0404866247778
"1142";11,19411285243
"1143";11,5807702071928
"1144";5,46978597005045
"1145";2,40917314815909
"1146";5,49637225847131
"1147";3,04167681215894
"1148";9,35845184687445
"1149";2,58055203289086
"1150";6,11873478562624
"1151";6,85955022370608
"1152";2,72746951791245
"1153";7,55457404451855
"1154";2,75621008725108
"1155";6,89071948896194
"1156";8,28998489931066
"1157";2,03467123285038
"1158";8,32398512293879
"1159";3,53140138636276
"1160";5,8830601653109
"1161";5,60551241686631
"1162";3,71841084098539
"1163";5,80430860999336
"1164";1,30870722372849
"1165";4,59158938344511
"1166";7,47737249499551
"1167";-1,52237394768794
"1168";0,536221437925236
"1169";1,51418732720908
"1170";0,23273091756371
"1171";6,25874911788908
"1172";2,02121495073197
"1173";-1,49364125598692
"1174";3,08729370475865
"1175";3,82809424557558
"1176";7,57035642133433
"1177";1,68874359200351
"1178";8,48386776721609
"1179";6,19508814688581
"1180";6,08705647290663
"1181";2,44242298905649
"1182";10,8610036396941
"1183";4,50718750370853
"1184";-0,474692752535
"1185";4,38843058582251
"1186";-0,803332212196152
"1187";4,06846965263998
"1188";3,73331899043114
"1189";7,04548907121023
"1190";8,02848855721247
"1191";2,82168510529654
"1192";7,41832660512508
"1193";9,27296932900629
"1194";2,64756798547206
"1195";3,042786900502
"1196";6,95233508946105
"1197";5,54914390983181
"1198";6,64632488133285
"1199";9,21405288364269
"1200";6,16124935872919
"1201";8,15510381052612
"1202";6,86871638701158
"1203";6,30086116942656
"1204";6,15825331455324
"1205";8,87396991337424
"1206";1,99322037886804
"1207";1,68445181252752
"1208";6,77583801019163
"1209";4,64093100760066
"1210";5,22201563505488
"1211";7,2238321315142
"1212";7,25988514354723
"1213";4,21198848991467
"1214";4,06236839300869
"1215";5,22079582702361
"1216";8,18905336788423
"1217";6,27806146003701
"1218";9,29902253246958
"1219";4,97708938874008
"1220";8,37700281566226
"1221";7,64900693305174
"1222";6,83625038270021
"1223";6,24410212033539
"1224";4,16035280857245
"1225";4,6728874724923
"1226";5,6881864871254
"1227";5,14666667203786
"1228";7,82967340515866
"1229";4,67204863044071
"1230";4,78886923523652
"1231";3,54704273730301
"1232";4,58499101437001
"1233";4,79370307308847
"1234";-1,94120732169825
"1235";0,905504908357048
"1236";4,78253927014412
"1237";4,2041486754065
"1238";1,39739201537769
"1239";-0,974614528129057
"1240";3,93689234025972
"1241";6,96048729708283
"1242";10,3197158957827
"1243";4,88462961887199
"1244";9,47955452188315
"1245";5,2490664729079
